date,days,emerging_us_price,emerging_us_ndtr_l1,emerging_us_gdtr_l1,emerging_us_ndtr_l2,emerging_us_gdtr_l2
1975-01-01,365,,,,,
1975-01-02,365,,,,,
1975-01-03,365,,,,,
1975-01-04,365,,,,,
1975-01-05,365,,,,,
1975-01-06,365,,,,,
1975-01-07,365,,,,,
1975-01-08,365,,,,,
1975-01-09,365,,,,,
1975-01-10,365,,,,,
1975-01-11,365,,,,,
1975-01-12,365,,,,,
1975-01-13,365,,,,,
1975-01-14,365,,,,,
1975-01-15,365,,,,,
1975-01-16,365,,,,,
1975-01-17,365,,,,,
1975-01-18,365,,,,,
1975-01-19,365,,,,,
1975-01-20,365,,,,,
1975-01-21,365,,,,,
1975-01-22,365,,,,,
1975-01-23,365,,,,,
1975-01-24,365,,,,,
1975-01-25,365,,,,,
1975-01-26,365,,,,,
1975-01-27,365,,,,,
1975-01-28,365,,,,,
1975-01-29,365,,,,,
1975-01-30,365,,,,,
1975-01-31,365,,,,,
