date,days,north_america_eu_price,north_america_eu_ndtr_l1,north_america_eu_gdtr_l1,north_america_eu_ndtr_l2,north_america_eu_gdtr_l2
1984-12-22,366,398.813,449.899720195974,473.069007432897,934.86925,1033.57074
1984-12-23,366,399.966,451.215043973974,474.458900824496,940.18019,1039.47151
1984-12-24,366,401.081,452.488964769624,475.805145929924,945.33173,1045.19583
1984-12-25,366,402.227,453.796052470489,477.186157402826,950.63508,1051.08867
1984-12-26,366,403.206,454.914600783986,478.368467666009,955.16276,1056.12178
1984-12-27,366,400.771,452.187346269168,475.508997383641,943.55002,1043.31885
1984-12-28,366,402.107,453.711243135675,477.118654820725,949.75031,1050.20654
1984-12-29,366,402.793,454.496341623576,477.949494872595,952.86609,1053.67452
1984-12-30,366,403.485,455.289008398573,478.788201766741,955.99707,1057.15953
1984-12-31,366,404.071,455.961472966746,479.500277877171,958.61785,1060.07902
1985-01-01,365,404.641,456.615684607217,480.193067535572,961.18564,1062.93981
1985-01-02,365,405.194,457.251198126626,480.866063203734,963.69884,1065.74012
1985-01-03,365,402.138,453.823209265364,477.269901207687,949.08817,1049.622
1985-01-04,365,401.554,453.173894751838,476.591830157413,946.21437,1046.46462
1985-01-05,365,402.25,453.971236057101,477.435612433671,949.3867,1049.99578
1985-01-06,365,403.518,455.418337069248,478.964571295161,955.28112,1056.54587
1985-01-07,365,404.696,456.763266205595,480.385678286754,960.76422,1062.64014
1985-01-08,365,403.021,454.890337745942,478.423535561934,952.7254,1053.78155
1985-01-09,365,408.588,461.199395427419,485.070255976897,978.99489,1082.88799
1985-01-10,365,413.159,466.384339878418,490.534666128676,1000.84563,1107.10742
1985-01-11,365,412.115,465.220159245664,489.316320652491,995.68462,1101.42541
1985-01-12,365,413.164,466.419064960389,490.583643566065,1000.65195,1106.94923
1985-01-13,365,415.115,468.641915399906,492.930754024144,1010.0238,1117.35703
1985-01-14,365,416.768,470.526864080242,494.921572657902,1017.97947,1126.19559
1985-01-15,365,420.748,475.044908880049,499.685072539899,1037.35866,1147.68523
1985-01-16,365,421.733,476.17169327068,500.876518490886,1042.10647,1152.96685
1985-01-17,365,422.219,476.731301322447,501.469830659876,1044.38217,1155.50634
1985-01-18,365,422.258,476.78472452548,501.530227707019,1044.44642,1155.5963
1985-01-19,365,424.438,479.267790483102,504.151662568296,1055.15435,1167.48761
1985-01-20,365,427.371,482.604069512491,507.671693832649,1069.67063,1183.59821
1985-01-21,365,429.555,485.091810000379,510.298204076039,1080.52236,1195.65043
1985-01-22,365,430.75,486.456995434542,511.741388979823,1086.42527,1202.21528
1985-01-23,365,432.706,488.686968967797,514.096366280177,1096.20629,1213.08182
1985-01-24,365,432.469,488.429202013164,513.829654950147,1094.86775,1211.62113
1985-01-25,365,431.962,487.867590591284,513.243448316115,1092.16727,1208.65543
1985-01-26,365,432.53,488.520244054999,513.935222898094,1094.90771,1211.71179
1985-01-27,365,433.173,489.258374643567,514.717085512576,1098.03429,1215.19664
1985-01-28,365,433.707,489.872741478443,515.368257037652,1100.60937,1218.06979
1985-01-29,365,436.254,492.773843999795,518.430742604534,1113.46149,1232.34207
1985-01-30,365,438.845,495.723027403877,521.543728223439,1126.6025,1246.93541
1985-01-31,365,439.355,496.310905233916,522.167238916,1129.08595,1249.70765
1985-02-01,365,438.056,494.859352288183,520.646908204102,1122.27774,1242.20485
1985-02-02,365,438.846,495.764875579586,521.605140347004,1126.18141,1246.55311
1985-02-03,365,439.663,496.700672019375,522.595854935429,1130.23005,1251.06244
1985-02-04,365,440.919,498.136643197557,524.113647956271,1136.56018,1258.10435
1985-02-05,365,444.253,501.929022822838,528.115079214026,1153.66024,1277.08694
1985-02-06,365,444.9,502.671827941671,528.902017210621,1156.86638,1280.66195
1985-02-07,365,447.432,505.557126098793,531.948515323848,1169.93836,1295.18323
1985-02-08,365,450.403,508.938592254081,535.51752402559,1185.37747,1312.32879
1985-02-09,365,450.336,508.873148830366,535.452812903652,1184.85835,1311.77558
1985-02-10,365,449.331,507.751038970001,534.278369482742,1179.41931,1305.78421
1985-02-11,365,448.321,506.62425457937,533.099104448826,1173.97244,1299.78398
1985-02-12,365,450.281,508.860015626287,535.460933515032,1184.12465,1311.06987
1985-02-13,365,455.766,515.08760292314,542.02644781619,1212.89909,1342.99044
1985-02-14,365,455.98,515.340027557469,542.296711913698,1213.8825,1344.10178
1985-02-15,365,455.316,514.601896968901,541.525253832548,1210.19871,1340.04949
1985-02-16,365,455.441,514.752817517468,541.688427367475,1210.70346,1340.63044
1985-02-17,365,455.772,515.137687175983,542.098264473087,1212.3105,1342.43313
1985-02-18,365,456.25,515.689726940654,542.684217338013,1214.70635,1345.11083
1985-02-19,365,459.775,519.700028714972,546.916070943691,1233.3974,1365.86627
1985-02-20,365,459.951,519.910159980234,547.141671678607,1234.19225,1366.76913
1985-02-21,365,462.384,522.683937201025,550.071182234133,1247.15765,1381.17964
1985-02-22,365,464.014,524.545290633354,552.038907879277,1255.83401,1390.83177
1985-02-23,365,466.133,526.963580957299,554.59360146577,1267.2047,1403.47471
1985-02-24,365,467.685,528.737676491342,556.469208925567,1275.52774,1412.73553
1985-02-25,365,470.212,531.618967908237,559.51240804042,1289.21883,1427.95395
1985-02-26,365,479.673,542.349018237346,570.819851849596,1341.04931,1485.43577
1985-02-27,365,463.247,523.811389381693,551.324547846896,1249.14593,1383.71719
1985-02-28,365,464.316,525.035893714538,552.620292900302,1254.76045,1389.97112
1985-03-01,365,469.748,531.207609244885,559.128962921796,1284.03233,1422.46179
1985-03-02,365,470.595,532.178575960004,560.157235337856,1288.49481,1427.43679
1985-03-03,365,471.039,532.692551692514,560.703346453196,1290.75096,1429.96192
1985-03-04,365,471.316,533.016875054258,561.049487513291,1292.08932,1431.46885
1985-03-05,365,475.947,538.282176906485,566.604239466679,1317.38335,1459.5557
1985-03-06,365,474.371,536.518098223011,564.755023993869,1308.5077,1449.76258
1985-03-07,365,469.109,530.592129426613,558.528545217848,1279.36469,1417.53118
1985-03-08,365,468.538,529.959287067356,557.867476697652,1276.07966,1413.91822
1985-03-09,365,466.138,527.266089844472,555.041757706333,1262.87767,1399.33749
1985-03-10,365,462.211,522.847323163633,550.400828302361,1241.4809,1375.68172
1985-03-11,365,460.333,520.742671560826,548.193798390596,1231.26097,1364.39896
1985-03-12,365,461.443,522.013476002965,549.538520881391,1237.04861,1370.84727
1985-03-13,365,458.456,518.656940675759,546.014936849558,1220.91783,1353.02105
1985-03-14,365,462.434,523.185447519494,550.794170416105,1242.02022,1376.46619
1985-03-15,365,462.901,523.724799273445,551.367181056644,1244.36019,1379.08456
1985-03-16,365,461.795,522.488719913276,550.072197310555,1238.26447,1372.36164
1985-03-17,365,460.099,520.588634658748,548.080109831269,1229.04019,1362.17833
1985-03-18,365,458.283,518.552097639808,545.944135269084,1219.20736,1351.32132
1985-03-19,365,453.022,512.624793263334,539.714611263796,1191.12548,1320.25055
1985-03-20,365,451.767,511.220430813613,538.24300422018,1184.40188,1312.83162
1985-03-21,365,451.503,510.931945517237,537.943810444629,1182.86735,1311.15305
1985-03-22,365,444.496,503.028427821914,529.633887311291,1146.07297,1270.42421
1985-03-23,365,444.213,502.719018437683,529.312615623549,1144.47099,1268.67019
1985-03-24,365,444.157,502.665150041292,529.260085418681,1144.03479,1268.20742
1985-03-25,365,443.859,502.337487729358,528.920034817121,1142.35377,1266.3658
1985-03-26,365,443.588,502.041434145886,528.612466661084,1140.81627,1264.68304
1985-03-27,365,435.336,492.729547260614,518.819770643482,1098.30914,1217.61711
1985-03-28,365,431.19,488.059246332163,513.912129909481,1077.29612,1194.36855
1985-03-29,365,427.158,483.518051477708,509.140509416103,1057.0632,1171.9829
1985-03-30,365,427.613,484.044715220938,509.699562755831,1059.18135,1174.35297
1985-03-31,365,428.785,485.386528003775,511.119400901896,1064.868,1180.6901
1985-04-01,365,430.688,487.561965350601,513.419310306325,1074.22538,1191.10709
1985-04-02,365,434.332,491.71250303288,517.801141453437,1092.32373,1211.22674
1985-04-03,365,429.782,486.584320735103,512.411085649611,1069.34677,1185.79631
1985-04-04,365,431.989,489.105895918245,515.076168797058,1080.24242,1197.92336
1985-04-05,365,431.895,489.00862116939,514.977960153175,1079.62407,1197.25734
1985-04-06,365,431.264,488.305660856151,514.242791054131,1076.33135,1193.62965
1985-04-07,365,430.314,487.243874695877,513.130521064105,1071.46285,1188.25797
1985-04-08,365,429.66,486.51509316784,512.368198670758,1068.07049,1184.51972
1985-04-09,365,429.323,486.144024503443,511.981708322865,1066.25425,1182.52622
1985-04-10,365,431.126,488.205269753786,514.161584940326,1075.10926,1192.38759
1985-04-11,365,428.05,484.743668793949,510.525327425589,1059.67828,1175.31714
1985-04-12,365,424.99,481.299875568456,506.907848824668,1044.44967,1158.4699
1985-04-13,365,423.385,479.498845836218,505.018284064062,1036.46259,1149.64503
1985-04-14,365,422.302,478.286361724056,503.747662152114,1031.05028,1143.66986
1985-04-15,365,421.146,476.991516840552,502.390251206038,1025.29696,1137.31702
1985-04-16,365,418.307,473.797922282595,499.035677398562,1011.39881,1121.94167
1985-04-17,365,419.738,475.435343455546,500.767905313671,1018.22502,1129.54864
1985-04-18,365,422.324,478.388533599856,503.888504005745,1030.70766,1143.44176
1985-04-19,365,414.304,469.329293945593,494.357951474272,991.49884,1099.99584
1985-04-20,365,414.915,470.032922048869,495.104032644858,994.30585,1103.13238
1985-04-21,365,415.364,470.552017505003,495.655472911417,996.33523,1105.40432
1985-04-22,365,415.788,471.043065779545,496.177222192616,998.24782,1107.5465
1985-04-23,365,419.948,475.780813501824,501.178757495705,1018.15702,1129.68549
1985-04-24,365,433.17,490.792288360642,517.005575307251,1082.23027,1200.83977
1985-04-25,365,432.825,490.411648039035,516.609187964239,1080.36796,1198.79444
1985-04-26,365,436.198,494.258341254065,520.672538883771,1097.126,1217.44107
1985-04-27,365,434.498,492.350465115761,518.67030064026,1088.46161,1207.86292
1985-04-28,365,431.811,489.326489227434,515.49412651405,1074.89936,1192.85581
1985-04-29,365,428.817,485.956152906111,511.952778644822,1059.90199,1176.25624
1985-04-30,365,425.089,481.753305004196,507.534912284709,1041.38013,1155.74587
1985-05-01,365,426.813,483.725734179498,509.621655640399,1049.72417,1165.04538
1985-05-02,365,433.398,491.217448018111,517.526817050239,1082.05571,1200.98592
1985-05-03,365,438.961,497.550546140953,524.211095292837,1109.7687,1231.80165
1985-05-04,365,441.354,500.286036732904,527.103301789834,1121.78018,1245.1817
1985-05-05,365,442.819,501.965751274923,528.881208143958,1129.12079,1253.36768
1985-05-06,365,443.643,502.912454951997,529.884611187665,1133.1862,1257.90854
1985-05-07,365,439.899,498.691354122379,525.447204606417,1113.97123,1236.62637
1985-05-08,365,440.494,499.377842281349,526.175775708714,1116.84937,1239.84581
1985-05-09,365,434.916,493.079024047119,519.549610591307,1088.48696,1208.41052
1985-05-10,365,438.567,497.244030513553,523.949713114026,1106.69447,1228.67684
1985-05-11,365,439.226,498.003530383334,524.755430024438,1109.89057,1232.25039
1985-05-12,365,438.514,497.207747254827,523.922052281511,1106.15806,1228.13167
1985-05-13,365,436.777,495.257132554097,521.874643137195,1097.29381,1218.32697
1985-05-14,365,433.793,491.895032309908,518.341162110242,1082.21368,1201.62782
1985-05-15,365,435.562,493.921329881601,520.485257283808,1090.95148,1211.37057
1985-05-16,365,436.468,494.96219195402,521.588137816926,1095.37172,1216.30738
1985-05-17,365,440.893,500.007123093738,526.916273958976,1117.52279,1240.95902
1985-05-18,365,442.004,501.283047259501,528.267848215623,1123.04511,1247.12377
1985-05-19,365,440.43,499.515407029158,526.412796053383,1114.94091,1238.15993
1985-05-20,365,439.711,498.712278210234,525.571551468181,1111.17171,1233.99963
1985-05-21,365,441.315,500.550481587916,527.517199201135,1119.18058,1242.93328
1985-05-22,365,443.97,503.586255100246,530.7273783875,1132.56932,1257.85242
1985-05-23,365,444.674,504.396952206267,531.587148117414,1136.02497,1261.71664
1985-05-24,365,443.697,503.302444334136,530.439857990809,1130.89311,1256.04592
1985-05-25,365,444.322,504.024102768435,531.205733151635,1133.93569,1259.45036
1985-05-26,365,445.835,505.758353496883,533.041752630951,1141.53794,1267.93292
1985-05-27,365,447.207,507.332334616232,534.708254347699,1148.44054,1275.63677
1985-05-28,365,446.607,506.664321981645,534.009374230763,1145.21195,1272.07534
1985-05-29,365,447.185,507.331221632836,534.717643804608,1148.0217,1275.22109
1985-05-30,365,443.293,502.939389150193,530.098792312826,1127.93967,1252.96257
1985-05-31,365,447.649,507.908192225588,535.347752493916,1150.02584,1277.5531
1985-06-01,365,446.634,506.770500597672,534.154783928295,1144.67111,1271.63427
1985-06-02,365,443.126,502.813622026387,529.993985672196,1126.59761,1251.60373
1985-06-03,365,442.069,501.628739902458,528.75127836187,1121.09582,1245.52118
1985-06-04,365,444.264,504.141856411786,531.410524819887,1132.1409,1257.83858
1985-06-05,365,447.286,507.596556874565,535.063023557386,1147.46689,1274.91862
1985-06-06,365,446.797,507.052307993669,534.494326991643,1144.8143,1271.99499
1985-06-07,365,444.122,504.037903762552,531.326273476814,1131.01136,1256.7034
1985-06-08,365,444.418,504.384264195547,531.695761294629,1132.37692,1258.24225
1985-06-09,365,446.112,506.326420222463,533.751798588536,1140.91012,1267.76516
1985-06-10,365,447.069,507.427605994974,534.919136474487,1145.68473,1273.10113
1985-06-11,365,446.889,507.233946883981,534.719420188348,1144.61998,1271.93919
1985-06-12,365,442.802,502.618182141959,529.863548351897,1123.59802,1248.62774
1985-06-13,365,441.533,501.193118201063,528.368340781457,1117.04136,1241.37372
1985-06-14,365,440.711,500.273348722184,527.404271949125,1112.75577,1236.63781
1985-06-15,365,440.275,499.788978348021,526.898510121581,1110.41589,1234.05989
1985-06-16,365,439.752,499.206665434965,526.289464268041,1107.64268,1231.00113
1985-06-17,365,439.318,498.724743624275,525.786240131554,1105.31862,1228.44058
1985-06-18,365,438.225,497.498458517996,524.499630765951,1099.69717,1222.22267
1985-06-19,365,434.165,492.912299134322,519.674718760389,1079.23684,1199.52973
1985-06-20,365,436.29,495.346839015856,522.250982720862,1089.7154,1211.22072
1985-06-21,365,445.024,505.294016823857,532.752202081414,1133.30205,1259.72987
1985-06-22,365,444.683,504.917383242477,532.359621274987,1131.42613,1257.66671
1985-06-23,365,444.094,504.260500441855,531.672160767804,1128.29721,1254.21299
1985-06-24,365,443.413,503.498552008601,530.874310699667,1124.70365,1250.24368
1985-06-25,365,442.414,502.37844551835,529.699359740547,1119.51317,1244.50281
1985-06-26,365,442.852,502.886633737198,530.240141704669,1121.59217,1246.83653
1985-06-27,365,442.45,502.441217781913,529.775236703133,1119.41865,1244.44261
1985-06-28,365,445.364,505.77527084451,533.301612195128,1134.09766,1260.81251
1985-06-29,365,444.976,505.345436656776,532.852948416354,1131.98789,1258.48942
1985-06-30,365,443.098,503.231435993438,530.631961203779,1122.33052,1247.79183
1985-07-01,365,441.912,501.899862657849,529.234708508117,1116.20533,1241.01313
1985-07-02,365,443.529,503.755205979837,531.199642693099,1124.27339,1250.02309
1985-07-03,365,441.893,501.914554038683,529.266429646322,1115.87269,1240.7192
1985-07-04,365,441.746,501.757400783095,529.105032495134,1114.99277,1239.7614
1985-07-05,365,444.037,504.382928615471,531.883804201909,1126.48181,1252.5832
1985-07-06,365,443.52,503.807516199473,531.281863883327,1123.72866,1249.54534
1985-07-07,365,442.235,502.362863750799,529.765339708013,1117.10347,1242.2108
1985-07-08,365,440.779,500.725442577848,528.046054017292,1109.64117,1233.94707
1985-07-09,365,434.568,493.695171655429,520.643101667517,1078.30542,1199.15252
1985-07-10,365,431.934,490.724396373455,517.519203977069,1065.15754,1184.57348
1985-07-11,365,432.488,491.365252213168,518.200320256611,1067.77252,1187.50462
1985-07-12,365,428.419,486.764624045339,513.358405720971,1047.6085,1165.12537
1985-07-13,365,426.144,484.199642509733,510.661855204424,1036.40277,1152.70211
1985-07-14,365,423.88,481.647348984848,507.978754450476,1025.31366,1140.4077
1985-07-15,365,422.756,480.384558023163,506.65331841171,1019.77566,1134.27643
1985-07-16,365,427.348,485.629158384215,512.196396986238,1041.88303,1158.91794
1985-07-17,365,425.754,483.835029149035,510.311653838638,1034.0213,1150.20706
1985-07-18,365,422.741,480.432193712534,506.731986834459,1019.31343,1133.88876
1985-07-19,365,427.422,485.778520756028,512.382663509779,1041.84035,1158.99989
1985-07-20,365,427.894,486.326108587112,512.964809838121,1044.02641,1161.45336
1985-07-21,365,427.661,486.070122405914,512.699113584514,1042.76589,1160.07075
1985-07-22,365,427.375,485.755148104701,512.371243900025,1041.25322,1158.4079
1985-07-23,365,421.49,479.091271316415,505.353005514403,1012.52479,1126.49529
1985-07-24,365,422.173,479.879708754505,506.189936024809,1015.70291,1130.05491
1985-07-25,365,420.184,477.63704721053,503.832674802504,1006.05951,1119.36246
1985-07-26,365,422.881,480.726466522572,507.101728421379,1018.92906,1133.7273
1985-07-27,365,421.006,478.613133649272,504.880487439698,1009.82656,1123.63514
1985-07-28,365,417.085,474.177672217486,500.211389664999,990.96868,1102.69523
1985-07-29,365,414.727,471.516751513101,497.41307773709,979.70951,1090.20478
1985-07-30,365,410.572,466.815732242907,492.463565100658,960.03671,1068.35574
1985-07-31,365,407.647,463.510171555261,488.985405738735,946.2948,1053.10261
1985-08-01,365,412.959,469.576598856298,495.396628423663,970.92183,1080.55919
1985-08-02,365,416.107,473.180661690889,499.209509235927,985.68536,1097.03616
1985-08-03,365,414.56,471.437729691949,497.378057600512,978.28125,1088.82772
1985-08-04,365,412.985,469.663188964547,495.513108443152,970.77414,1080.50448
1985-08-05,365,411.462,467.948526743878,493.711347793097,963.54444,1072.48906
1985-08-06,365,410.16,466.48250501399,492.171223090958,957.36858,1065.64397
1985-08-07,365,411.314,467.81051680271,493.579387858163,962.68638,1071.59278
1985-08-08,365,410.703,467.126922400572,492.863251442043,959.74067,1068.33522
1985-08-09,365,408.559,464.706851303192,490.317947312458,949.65741,1057.14703
1985-08-10,365,407.487,463.501935478127,489.05265455173,944.59453,1051.53729
1985-08-11,365,406.2,462.052385902507,487.53003991788,938.54963,1044.83645
1985-08-12,365,404.077,459.656577843172,485.01011269886,928.67955,1033.88384
1985-08-13,365,400.586,455.707267558983,480.852105902923,912.58529,1016.00569
1985-08-14,365,401.824,457.130995919803,482.361524543279,918.15295,1022.23401
1985-08-15,365,400.253,455.36001673927,480.499874384293,910.90171,1014.19139
1985-08-16,365,399.311,454.301569529186,479.388873239794,906.53549,1009.35401
1985-08-17,365,398.887,453.828996779026,478.894531022004,904.52013,1007.12864
1985-08-18,365,398.731,453.660268496115,478.72069918464,903.72058,1006.25517
1985-08-19,365,398.785,453.731276836812,478.799367607389,903.8774,1006.44623
1985-08-20,365,400.341,455.51961855833,480.69451528832,910.87549,1014.27182
1985-08-21,365,404.617,460.410067602612,485.866075892189,930.30622,1035.95447
1985-08-22,365,398.991,454.031337160512,479.145001129273,904.39652,1007.14554
1985-08-23,365,398.601,453.597496232551,478.691261968386,902.53179,1005.0872
1985-08-24,365,398.547,453.544518222877,478.639239301729,902.18637,1004.71898
1985-08-25,365,398.491,453.489759439769,478.585694020439,901.8347,1004.3438
1985-08-26,365,398.436,453.43522325334,478.531894970043,901.48385,1003.96951
1985-08-27,365,401.168,456.567158531129,481.847134566144,913.8051,1017.73347
1985-08-28,365,401.219,456.634382728279,481.921996452308,913.93732,1017.89737
1985-08-29,365,402.146,457.702846788932,483.055836816314,918.07917,1022.53577
1985-08-30,365,403.298,459.029745594255,484.462732737991,923.25355,1028.32755
1985-08-31,365,404.348,460.239558546266,485.746296874326,927.97558,1033.61437
1985-09-01,365,404.997,460.990154548875,486.543385635146,930.85997,1036.84883
1985-09-02,365,405.677,461.775030440096,487.377017147179,933.8919,1040.24818
1985-09-03,365,405.272,461.324049567829,486.905514148897,931.93173,1038.08369
1985-09-04,365,402.672,458.384883014315,483.812068751126,919.92355,1024.74493
1985-09-05,365,401.659,457.245188016285,482.615039879815,915.21915,1019.52939
1985-09-06,365,408.879,465.491727194414,491.331501120391,948.10259,1056.21218
1985-09-07,365,410.852,467.758429179754,493.732918167077,957.2029,1066.38909
1985-09-08,365,412.554,469.715721780863,495.807480605696,965.07872,1075.1998
1985-09-09,365,412.617,469.796746972129,495.897061099988,965.27558,1075.4367
1985-09-10,365,408.388,465.003572676703,490.847055897721,945.44342,1053.38334
1985-09-11,365,405.396,461.617877184508,487.282361270774,931.54478,1037.93683
1985-09-12,365,407.375,463.891924860265,489.691898928841,940.5955,1048.05968
1985-09-13,365,399.482,454.928846971461,480.24153743475,904.11847,1007.46244
1985-09-14,365,398.784,454.145084063636,479.419071763365,900.87796,1003.87273
1985-09-15,365,397.854,453.099547460951,478.321012843254,896.60537,999.13526
1985-09-16,365,396.724,451.826517052019,476.983395887418,891.44336,993.40864
1985-09-17,365,390.63,444.909547839365,469.691340636808,864.02881,962.90068
1985-09-18,365,394.462,449.297373581781,474.33404642452,880.9549,981.80689
1985-09-19,365,396.074,451.152271710411,476.300249455031,888.1096,989.81404
1985-09-20,365,392.261,446.829444198352,471.745855316082,870.96633,970.7459
1985-09-21,365,387.462,441.384952019286,466.00737453021,849.62025,946.99372
1985-09-22,365,381.311,434.401203802842,458.644010160915,822.61574,916.93494
1985-09-23,365,376.501,428.943133226339,452.89055699781,801.82891,893.80214
1985-09-24,365,375.65,427.98507711862,451.884362493941,798.13598,889.70637
1985-09-25,365,373.877,425.981929601574,449.776810071588,790.55506,881.28454
1985-09-26,365,371.177,422.92478680803,446.556987659208,779.09832,868.54542
1985-09-27,365,371.874,423.730364190427,447.412697083432,781.95417,871.74871
1985-09-28,365,372.485,424.436886050534,448.163599867025,784.44396,874.5429
1985-09-29,365,373.971,426.147541530976,449.977287665045,790.64492,881.48544
1985-09-30,365,375.449,427.848180160848,451.780317160628,796.83007,888.41066
1985-10-01,365,379.515,432.506015675258,456.709274499504,814.06367,907.66557
1985-10-02,365,375.4,427.837050326883,451.787930233798,796.37059,887.97405
1985-10-03,365,375.158,427.569266521682,451.509037986698,795.25954,886.75046
1985-10-04,365,371.15,423.022061556886,446.716354657551,778.23116,867.79804
1985-10-05,365,371.31,423.21238171769,446.920892556698,778.81973,868.46879
1985-10-06,365,371.595,423.546944526682,447.278199457442,779.93914,869.73218
1985-10-07,365,371.756,423.737709880844,447.4832448948,780.52925,870.40471
1985-10-08,365,371.92,423.933149765272,447.693365714271,781.1354,871.09516
1985-10-09,365,373.271,425.490436133674,449.345148822892,786.76416,877.39998
1985-10-10,365,375.075,427.565482378134,451.544819430593,794.32758,885.86706
1985-10-11,365,377.281,430.099968168675,454.230457875597,803.63472,896.2821
1985-10-12,365,378.67,431.700660889541,455.928173192339,809.504,902.85684
1985-10-13,365,379.793,432.995060579686,457.301825361177,814.24626,908.17178
1985-10-14,365,380.443,433.74721475905,458.100944274842,816.96186,911.22024
1985-10-15,365,380.744,434.099585302386,458.477283858509,818.1764,912.59085
1985-10-16,365,383.699,437.491513501602,462.06963931797,830.84911,926.7652
1985-10-17,365,380.761,434.161244582553,458.560773894265,818.08529,912.56243
1985-10-18,365,378.606,431.721362380716,455.991869237855,808.77718,902.21093
1985-10-19,365,378.156,431.21873907885,455.465298343649,806.78206,900.00232
1985-10-20,365,377.687,430.693410915696,454.914619384407,804.70442,897.70174
1985-10-21,365,377.452,430.434085784308,454.644609056004,803.62426,896.51212
1985-10-22,365,379.012,432.231331372999,456.550668808478,810.22396,903.9053
1985-10-23,365,380.064,433.444483275199,457.838293250503,814.65823,908.87718
1985-10-24,365,380.597,434.06330204366,458.496570310537,816.87101,911.36404
1985-10-25,365,379.022,432.282973802597,456.623246772691,810.05844,903.79142
1985-10-26,365,378.907,432.16076822566,456.497884834505,809.49043,903.17262
1985-10-27,365,378.985,432.257375184477,456.603706551557,809.74298,903.4692
1985-10-28,365,379.147,432.451479488829,456.812304756394,810.36124,904.17406
1985-10-29,365,379.94,433.367910017518,457.786016814741,813.68511,907.90417
1985-10-30,365,380.402,433.904590611317,458.35725107154,815.59375,910.05117
1985-10-31,365,381.278,434.917182905465,459.432724541249,819.29476,914.20349
1985-11-01,365,382.487,436.311083311259,460.911690888928,824.4318,919.96273
1985-11-02,365,382.424,436.248088451017,460.849009919834,824.07905,919.58417
1985-11-03,365,381.682,435.413128306952,459.972237659843,820.81059,915.957
1985-11-04,365,381.602,435.330990132289,459.889001393193,820.38653,915.49883
1985-11-05,365,384.764,438.960874181679,463.733603343662,833.95446,930.67967
1985-11-06,365,386.109,440.511260053023,465.378788455536,839.73014,937.15435
1985-11-07,365,385.702,440.056049843848,464.902210075141,837.87839,935.10497
1985-11-08,365,388.703,443.50340461621,468.554201274429,850.8889,949.66547
1985-11-09,365,389.904,444.88884634819,470.024793241621,856.0871,955.49486
1985-11-10,365,391.754,447.019096569117,472.283845820042,864.16607,964.54688
1985-11-11,365,393.008,448.465752387906,473.819402678279,869.63963,970.685
1985-11-12,365,393.27,448.77404878874,474.149048746508,870.71355,971.90033
1985-11-13,365,391.758,447.064728888375,472.350079556615,863.95957,964.39034
1985-11-14,365,392.767,448.230467697883,473.58821902304,868.34601,969.31221
1985-11-15,365,392.973,448.474433658399,473.850108740062,869.17101,970.24943
1985-11-16,365,393.63,449.235714301614,474.659378417953,872.00154,973.42988
1985-11-17,365,394.512,450.256320076217,475.743480037253,875.84248,977.74152
1985-11-18,365,395.418,451.303192258978,476.855496258175,879.79362,982.17668
1985-11-19,365,394.937,450.764953488424,476.291367536333,877.57351,979.71682
1985-11-20,365,394.598,450.386761730289,475.895995269744,875.9796,977.95477
1985-11-21,365,398.233,454.560672063894,480.316906859125,892.09444,995.98902
1985-11-22,365,399.755,456.315401686838,482.179064556323,898.85917,1003.57426
1985-11-23,365,399.262,455.763361922167,481.600217226354,896.55908,1001.02529
1985-11-24,365,398.41,454.802634654296,480.590469955007,892.65434,996.68826
1985-11-25,365,397.648,453.944747052264,479.689082091768,889.16152,992.81001
1985-11-26,365,398.345,454.752550401453,480.548090514365,892.19662,996.22058
1985-11-27,365,397.341,453.619755900482,479.356898332483,887.61997,991.13456
1985-11-28,365,394.492,450.387652117006,475.950048089246,874.84027,976.90095
1985-11-29,365,392.7,448.358460788482,473.81356598885,866.81321,967.96866
1985-11-30,365,390.986,446.418530728359,471.770724688435,859.17071,959.46472
1985-12-01,365,388.884,444.037414049857,469.262470848274,849.86909,949.10993
1985-12-02,365,386.998,441.90093112191,467.01230018855,841.55832,939.85982
1985-12-03,365,391.187,446.709019394849,472.104177293248,859.73869,960.20682
1985-12-04,365,393.332,449.178284358354,474.723074463469,869.12004,970.72177
1985-12-05,365,395.485,451.658456559145,477.353645012549,878.5944,981.3414
1985-12-06,365,393.019,448.861529283706,474.405863081417,867.58762,969.08236
1985-12-07,365,393.16,449.030925356656,474.588830606584,868.11967,969.69269
1985-12-08,365,393.698,449.656644622176,475.254974508893,870.41578,972.27667
1985-12-09,365,394.461,450.539908245649,476.193920199767,873.71257,975.98148
1985-12-10,365,397.512,454.04803191146,479.912145135627,887.1963,991.08546
1985-12-11,365,402.837,460.156307388207,486.379704562007,910.94457,1017.66184
1985-12-12,365,402.187,459.424854700018,485.61154547923,907.92585,1014.31033
1985-12-13,365,405.008,462.670536880931,489.05265455173,920.63393,1028.55009
1985-12-14,365,406.37,464.244072806922,490.723216574168,926.77379,1035.44117
1985-12-15,365,407.776,465.867025195718,492.446308801474,933.13033,1042.57523
1985-12-16,365,408.422,466.617398601648,493.244666407822,936.01273,1045.8175
1985-12-17,365,406.58,464.530332136505,491.046518414755,927.5155,1036.35678
1985-12-18,365,405.569,463.38907896172,489.845936775965,922.83381,1031.15077
1985-12-19,365,407.202,465.273805045376,491.846652404843,930.21239,1039.43018
